0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1391186473.539 324.085 231.321 1238 321.611 230.081 1252 318.357 229.885 1256 315.188 230.539 1256 312.654 231.993 1261 315.397 232.652 1256 318.481 232.713 1256 321.532 232.318 1252 342.076 230.589 1256 344.398 229.08 1256 347.551 228.594 1256 350.641 228.918 1261 353.285 230.166 1261 350.769 231.061 1256 347.734 231.394 1252 344.6 231.252 1252 325.156 222.812 1234 321.348 221.753 1252 317.6 221.49 1270 313.591 221.93 1275 310.193 223.271 1275 310.105 225.804 1275 313.762 224.979 1275 317.711 224.604 1261 321.314 224.708 1247 325.241 225.266 1229 340.533 222.107 1256 343.937 220.797 1261 347.698 220.145 1265 351.721 220.126 1275 355.189 221.117 1275 355.377 223.625 1270 351.676 223.148 1270 347.853 223.226 1265 344.192 223.713 1256 340.608 224.54 1256 329.434 231.003 1238 328.693 235.512 1238 327.127 239.868 1229 324.535 244.214 1234 325.99 247.796 1229 331.778 247.357 1221 336.206 247.193 1234 341.708 247.123 1234 342.707 243.321 1238 339.808 239.239 1238 338.021 235.055 0 336.938 230.644 0 323.784 260.052 1216 326.469 256.104 1221 330.335 253.617 1221 334.086 253.694 1221 337.567 253.245 1229 341.617 255.307 1229 344.674 259.02 1229 342.492 262.306 1221 339.441 264.618 1221 334.651 265.662 1216 329.714 265.06 1216 326.337 263.031 1216 326.487 259.817 1216 330.015 257.391 1221 334.31 256.601 1221 338.489 257.019 1225 342.102 259.07 1225 338.634 260.78 1221 334.491 261.469 1216 330.221 261.164 1216 301.275 233.414 1275 301.139 240.431 1275 301.735 247.291 1270 303.579 254.289 1265 306.315 260.744 1252 310.322 266.733 1252 315.187 271.653 1247 321.01 275.57 1238 327.71 278.208 1238 335.302 278.979 1238 343.101 277.522 1238 349.704 274.233 1252 355.285 269.52 1256 359.737 263.936 1275 362.953 257.578 1284 364.92 250.696 1275 365.797 243.63 1275 365.747 236.693 1275 364.981 230.242 1284 318.413 231.438 1256 347.632 230.132 1256 333.732 244.514 1229 326.166 220.314 1234 321.994 219.159 1256 317.53 218.823 1275 312.718 219.349 1275 308.891 220.847 1280 339.258 219.697 1256 343.002 218.274 1265 347.484 217.486 1270 352.405 217.471 1275 356.369 218.587 1280
1391186473.630 325.042 232.96 1229 322.54 231.682 1238 319.25 231.44 1247 316.02 231.992 1252 313.399 233.302 1252 316.139 234.114 1252 319.276 234.28 1247 322.397 233.938 1238 343.25 232.367 1252 345.624 230.863 1252 348.797 230.386 1256 351.878 230.668 1256 354.517 231.822 1256 352.037 232.806 1256 349.021 233.198 1252 345.852 233.057 1252 326.2 224.49 1229 322.358 223.27 1252 318.54 222.784 1261 314.412 223.064 1261 310.858 224.277 1270 310.716 226.885 1265 314.512 226.21 1261 318.558 225.974 1261 322.224 226.221 1243 326.21 226.914 1221 341.787 223.937 1252 345.18 222.555 1256 348.87 221.754 1261 352.893 221.599 1270 356.435 222.499 1270 356.661 225.045 1270 352.942 224.712 1265 349.129 224.889 1261 345.521 225.451 1256 341.935 226.34 1252 330.47 232.732 1225 329.782 237.5 1225 328.233 242.072 1225 325.452 246.437 1229 326.866 250.122 1229 333.011 250.049 1221 337.658 249.916 1234 343.198 249.522 1234 344.126 245.649 1234 341.066 241.501 1234 339.24 237.069 1238 338.164 232.41 1238 324.157 261.683 1221 327.346 258.301 1221 331.495 256.212 1221 335.341 256.389 1221 338.882 255.902 1225 343.048 257.602 1229 346.382 260.776 1225 343.946 264.433 1221 340.75 266.923 1216 335.811 268.003 1221 330.647 267.28 1216 327.062 265.048 1216 326.667 261.698 1221 330.878 259.701 1221 335.522 259.11 1216 340.003 259.364 1221 344.079 261.008 1225 340.192 263.106 1216 335.677 263.91 1212 330.995 263.451 1216 301.451 234.25 1270 301.459 241.488 1270 302.2 248.501 1265 304.192 255.615 1261 307.115 262.078 1256 311.342 268.013 1247 316.327 272.91 1238 322.158 276.889 1234 328.787 279.593 1238 336.308 280.397 1238 343.933 278.929 1238 350.273 275.563 1247 355.661 270.869 1252 360.107 265.39 1256 363.464 259.112 1265 365.588 252.285 1270 366.595 245.217 1275 366.684 238.235 1280 366.059 231.666 1289 319.258 232.964 1247 348.872 231.896 1256 334.951 246.908 1225 327.292 221.971 1234 323.108 220.649 1252 318.589 220.05 1265 313.646 220.369 1270 309.658 221.72 1270 340.435 221.495 1256 344.141 220 1256 348.535 219.04 1261 353.495 218.86 1270 357.56 219.882 1275
1391186473.684 326.222 233.852 1225 323.708 232.524 1234 320.406 232.243 1243 317.161 232.776 1252 314.507 234.077 1247 317.247 234.98 1247 320.407 235.199 1243 323.55 234.867 1238 344.555 233.307 1247 346.936 231.768 1252 350.098 231.27 1252 353.147 231.549 1256 355.735 232.711 1256 353.32 233.761 1252 350.345 234.195 1252 347.178 234.044 1247 327.492 225.234 1221 323.591 223.934 1252 319.701 223.366 1256 315.468 223.611 1256 311.799 224.817 1261 311.651 227.52 1261 315.557 226.865 1256 319.69 226.655 1256 323.428 226.95 1247 327.48 227.711 1221 343.093 224.765 1256 346.443 223.346 1256 350.057 222.498 1256 354.043 222.287 1261 357.601 223.159 1270 357.86 225.768 1265 354.154 225.488 1261 350.382 225.698 1256 346.828 226.29 1256 343.287 227.215 1252 331.76 233.687 1221 331.124 238.64 1225 329.611 243.37 1221 326.803 247.783 1225 328.269 251.59 1225 334.637 251.657 1225 339.308 251.537 1229 344.751 250.966 1234 345.642 246.984 1238 342.544 242.759 1238 340.658 238.178 1238 339.527 233.363 1238 325.216 262.924 1216 328.722 259.858 1221 333.036 257.949 1221 336.927 258.176 1216 340.475 257.657 1229 344.629 259.163 1229 348.05 262.029 1229 345.474 265.671 1225 342.24 268.094 1221 337.338 269.142 1216 332.141 268.432 1216 328.407 266.266 1216 327.676 263.013 1216 332.297 261.311 1216 337.077 260.835 1212 341.615 260.979 1221 345.865 262.317 1225 341.802 264.326 1221 337.203 265.105 1212 332.361 264.662 1212 301.825 234.845 1270 301.932 242.354 1261 302.751 249.632 1261 304.802 256.996 1256 307.835 263.631 1252 312.267 269.65 1247 317.451 274.519 1238 323.447 278.445 1234 330.201 281.054 1238 337.766 281.785 1234 345.297 280.269 1243 351.49 276.867 1247 356.738 272.16 1252 361.114 266.68 1261 364.439 260.314 1275 366.534 253.384 1280 367.515 246.202 1280 367.59 239.096 1275 366.963 232.393 1284 320.401 233.815 1238 350.164 232.826 1252 336.446 248.331 1225 328.599 222.65 1234 324.364 221.245 1252 319.782 220.549 1256 314.736 220.813 1261 310.632 222.147 1265 341.704 222.258 1252 345.359 220.726 1256 349.667 219.71 1256 354.607 219.465 1265 358.701 220.461 1270
1391186473.747 326.435 233.941 1221 323.863 232.417 1238 320.452 232.06 1238 317.175 232.714 1247 314.588 234.252 1247 317.308 235.27 1243 320.529 235.504 1238 323.73 235.097 1234 344.698 233.258 1252 347.059 231.453 1252 350.312 230.788 1252 353.456 231.117 1256 356.004 232.451 1256 353.652 233.67 1252 350.645 234.204 1252 347.392 234.056 1247 327.739 225.763 1225 323.488 224.445 1247 319.151 223.92 1256 314.723 224.392 1256 311.008 225.875 1261 311.13 228.54 1256 315.012 227.695 1256 319.209 227.333 1252 323.287 227.572 1238 327.648 228.341 1221 343.027 225.178 1252 346.664 223.626 1256 350.64 222.717 1256 354.761 222.619 1261 358.367 223.607 1270 358.489 226.201 1265 354.821 225.859 1256 351.007 226.016 1256 347.175 226.668 1256 343.415 227.706 1252 331.935 233.972 1221 331.411 239.115 1225 330.043 244.018 1225 327.524 248.52 1225 329.099 252.504 1225 335.257 252.664 1225 339.73 252.515 1225 344.952 251.718 1234 345.825 247.535 1234 342.837 243.252 1234 340.914 238.541 1238 339.709 233.567 1243 326.058 264.13 1212 329.637 261.452 1221 333.8 259.652 1221 337.635 259.922 1216 341.096 259.31 1221 345.075 260.61 1229 348.55 263.009 1229 345.879 265.883 1221 342.656 267.794 1221 338.032 268.661 1216 333.098 268.176 1216 329.389 266.581 1216 328.718 264.061 1216 333.273 262.917 1216 337.809 262.571 1216 342.075 262.531 1221 346.182 263.227 1225 342.173 264.236 1221 337.858 264.761 1216 333.304 264.614 1216 301.569 234.702 1265 301.816 242.549 1261 302.775 250.341 1261 304.911 258.21 1256 308.054 265.32 1252 312.806 271.655 1252 318.181 276.352 1243 324.314 280.008 1234 331.206 282.216 1238 338.716 282.763 1238 346.181 281.192 1243 352.432 277.99 1252 357.663 273.39 1252 362.052 267.984 1265 365.396 261.13 0 367.307 253.704 1289 368.114 246.055 1284 368.046 238.485 1280 367.282 231.361 1284 320.51 233.907 1238 350.402 232.625 1252 336.908 249.091 1225 328.772 223.025 1234 324.194 221.611 1252 319.137 220.976 1256 313.841 221.516 1256 309.673 223.158 1261 341.634 222.547 1247 345.57 220.881 1256 350.265 219.803 1256 355.369 219.692 1265 359.512 220.809 1275
1391186473.801 326.484 233.884 1225 323.915 232.36 1234 320.507 232.001 1238 317.232 232.653 1243 314.645 234.187 1243 317.363 235.207 1243 320.581 235.442 1238 323.781 235.038 1234 344.734 233.214 1243 347.094 231.413 1252 350.345 230.751 1252 353.487 231.082 1252 356.032 232.416 1256 353.681 233.633 1252 350.676 234.164 1247 347.426 234.014 1247 327.792 225.714 1225 323.546 224.394 1243 319.212 223.867 1256 314.787 224.335 1256 311.073 225.814 1261 311.194 228.478 1256 315.073 227.636 1256 319.268 227.277 1252 323.343 227.518 1238 327.7 228.29 1221 343.07 225.139 1252 346.705 223.591 1256 350.679 222.685 1256 354.797 222.59 1256 358.399 223.58 1265 358.519 226.172 1261 354.854 225.827 1256 351.044 225.983 1256 347.213 226.631 1252 343.455 227.666 1247 331.98 233.919 1221 331.453 239.058 1225 330.082 243.957 1221 327.562 248.454 1225 329.133 252.436 1225 335.287 252.6 1221 339.756 252.454 1225 344.976 251.661 1234 345.851 247.482 1234 342.867 243.2 1229 340.949 238.491 1234 339.749 233.52 1234 326.087 264.052 1212 329.665 261.378 1221 333.826 259.582 1221 337.658 259.854 1216 341.117 259.245 1221 345.092 260.546 1225 348.563 262.947 1229 345.892 265.816 1216 342.67 267.723 1216 338.049 268.587 1216 333.119 268.099 1212 329.414 266.503 1212 328.745 263.984 1216 333.298 262.844 1216 337.831 262.501 1216 342.093 262.465 1216 346.197 263.162 1221 342.19 264.168 1212 337.877 264.69 1212 333.327 264.54 1212 301.635 234.629 1261 301.878 242.469 1261 302.83 250.257 1261 304.959 258.121 1256 308.096 265.228 1243 312.839 271.562 1243 318.207 276.259 1238 324.334 279.916 1234 331.219 282.127 1234 338.723 282.679 1234 346.183 281.114 1243 352.432 277.919 1256 357.663 273.326 1243 362.051 267.927 1265 365.398 261.08 0 367.313 253.661 1289 368.124 246.018 1284 368.061 238.454 1275 367.302 231.334 1275 320.563 233.847 1238 350.435 232.586 1252 336.939 249.03 1225 328.826 222.979 1234 324.253 221.563 1247 319.201 220.924 1256 313.907 221.46 1256 309.742 223.099 1261 341.679 222.509 1247 345.613 220.848 1256 350.306 219.774 1256 355.406 219.665 1256 359.546 220.785 1275
1391186473.843 326.432 232.839 1221 323.77 231.237 1234 320.291 230.849 1238 316.946 231.61 1243 314.357 233.355 1243 317.14 234.299 1243 320.43 234.48 1234 323.689 234.009 1234 344.781 232.08 1238 347.208 230.217 1247 350.548 229.499 1252 353.799 229.915 1252 356.349 231.426 1252 353.947 232.592 1247 350.848 233.082 1243 347.542 232.893 1243 327.629 223.961 1234 322.972 222.755 1252 318.161 222.501 1256 313.733 223.453 1256 310.207 225.374 1256 310.53 227.796 1256 314.297 226.554 1256 318.449 225.905 1252 322.861 225.997 1247 327.525 226.689 1216 343.026 223.31 1243 347.099 221.807 1252 351.619 221.103 1256 355.835 221.493 1256 359.289 222.903 1270 359.189 225.307 1265 355.598 224.56 1256 351.752 224.428 1256 347.549 224.973 1252 343.422 225.994 1238 331.915 232.712 1216 331.407 237.696 1221 329.979 242.375 1221 327.401 246.666 1221 328.96 250.684 1221 335.164 250.585 1221 339.576 250.418 1225 344.966 249.84 1229 345.857 245.647 1225 342.841 241.572 1229 340.91 237.097 1234 339.755 232.285 1234 325.767 262.496 1212 329.372 259.552 1216 333.633 257.506 1216 337.556 257.785 1216 341.144 257.129 1225 345.263 258.632 1225 348.804 261.262 1229 346.008 263.771 1221 342.646 265.428 1212 337.965 266.214 1212 333.002 265.889 1212 329.171 264.597 1212 328.486 262.238 1212 333.036 260.961 1212 337.718 260.559 1212 342.157 260.522 1221 346.324 261.319 1221 342.21 261.855 1216 337.751 262.257 1212 333.078 262.286 1212 301.575 234.338 1261 301.78 242.145 1261 302.695 249.874 1256 304.686 257.682 1252 307.677 264.806 1252 312.268 271.091 1243 317.647 275.656 1238 323.877 279.167 1234 330.961 281.271 1234 338.74 281.761 1234 346.406 280.181 1238 352.887 277.038 1247 358.251 272.481 1252 362.623 267.056 1265 365.775 260.24 0 367.491 252.881 1284 368.205 245.327 1280 368.074 237.9 1275 367.251 230.775 1275 320.382 232.835 1234 350.628 231.463 1247 336.843 247.223 1221 328.555 221.157 1229 323.543 219.869 1252 317.905 219.571 1252 312.541 220.731 1256 308.573 222.872 1261 341.754 220.608 1238 346.16 218.997 1252 351.517 218.175 1252 356.78 218.677 1261 360.751 220.273 1270
1391186473.903 326.296 232.424 1221 323.58 230.746 1234 320.052 230.316 1238 316.653 231.098 1243 314.041 232.918 1243 316.865 233.878 1238 320.202 234.07 1234 323.509 233.585 1234 344.677 231.708 1238 347.145 229.807 1243 350.546 229.07 1247 353.865 229.533 1252 356.435 231.123 1252 353.998 232.288 1247 350.846 232.762 1243 347.499 232.54 1238 327.398 223.081 1229 322.516 221.863 1247 317.42 221.667 1256 312.985 222.859 1256 309.55 225.011 1256 309.992 227.299 1256 313.708 225.87 1256 317.839 225.103 1252 322.438 225.178 1238 327.26 225.888 1216 342.882 222.47 1247 347.204 220.967 1256 352.025 220.334 1256 356.301 221.001 1261 359.694 222.659 1265 359.462 224.96 1261 355.906 224 1256 352.043 223.717 1256 347.642 224.215 1252 343.308 225.238 1243 331.746 232.245 1221 331.276 237.248 1216 329.836 241.897 1216 327.209 246.101 1221 328.742 250.181 1221 334.987 250.046 1216 339.407 249.892 1221 344.905 249.383 1229 345.784 245.148 1229 342.708 241.129 1225 340.77 236.665 1225 339.652 231.837 1221 325.451 262.015 1204 329.107 259.073 1208 333.419 256.97 1216 337.362 257.317 1216 340.999 256.609 1221 345.218 258.184 1216 348.862 260.81 1221 345.955 263.166 1216 342.474 264.708 1208 337.77 265.442 1208 332.802 265.165 1208 328.906 263.993 1208 328.18 261.706 1208 332.748 260.504 1208 337.513 260.149 1212 342.082 260.072 1216 346.33 260.811 1216 342.113 261.084 1216 337.529 261.42 1212 332.783 261.509 1208 301.506 234.025 1261 301.737 241.889 1256 302.673 249.635 1256 304.638 257.449 1256 307.59 264.588 1247 312.117 270.846 1247 317.483 275.382 1243 323.712 278.899 1234 330.823 281.047 1234 338.69 281.57 1234 346.423 279.998 1243 352.963 276.858 1243 358.359 272.318 1247 362.734 266.899 1256 365.828 260.12 1275 367.47 252.796 1275 368.165 245.267 1280 368.033 237.87 1275 367.211 230.666 1280 320.15 232.379 1238 350.627 231.104 1243 336.697 246.722 1216 328.286 220.223 1225 323.04 218.928 1247 317.045 218.714 1256 311.608 220.19 1256 307.729 222.6 1261 341.657 219.703 1247 346.318 218.096 1252 352.045 217.367 1256 357.434 218.216 1265 361.346 220.092 1275
1391186473.954 325.682 231.769 1229 322.952 230.091 1234 319.431 229.639 1243 316.013 230.384 1243 313.383 232.16 1243 316.205 233.119 1238 319.539 233.333 1238 322.858 232.874 1234 344.063 231.135 1238 346.577 229.278 1243 349.993 228.567 1252 353.329 229.046 1252 355.918 230.623 1252 353.446 231.751 1252 350.277 232.197 1243 346.923 231.962 1238 326.741 222.272 1225 321.831 221.026 1247 316.675 220.819 1256 312.28 222.055 1256 308.911 224.234 1256 309.341 226.446 1256 313.026 224.987 1256 317.121 224.215 1252 321.746 224.321 1243 326.585 225.068 1221 342.273 221.715 1252 346.712 220.235 1256 351.67 219.651 1256 355.965 220.439 1256 359.339 222.193 1270 359.071 224.429 1265 355.5 223.374 1256 351.614 223.016 1252 347.123 223.478 1252 342.673 224.488 1243 331.049 231.543 1225 330.548 236.487 1216 329.049 241.047 1216 326.271 245.119 1221 327.701 249.168 1221 334.055 249.129 1221 338.569 248.996 1221 344.291 248.479 1229 345.164 244.296 1229 341.984 240.383 1225 340.068 235.977 1221 339.018 231.185 1225 324.134 260.52 1208 327.979 257.674 1212 332.424 255.682 1204 336.449 256.083 1208 340.2 255.351 1221 344.679 256.86 1216 348.641 259.389 1229 345.469 261.888 1216 341.781 263.478 1212 336.874 264.21 1208 331.751 263.899 1204 327.739 262.665 1204 326.66 260.275 1204 331.537 259.139 1204 336.599 258.849 1204 341.561 258.717 1216 346.264 259.408 1221 341.641 259.863 1216 336.636 260.247 1204 331.555 260.274 1204 301.331 233.278 1256 301.505 241.025 1256 302.388 248.568 1252 304.291 256.19 1247 307.166 263.176 1243 311.558 269.303 1238 316.811 273.831 1238 322.915 277.416 1234 329.91 279.695 1234 337.759 280.318 1234 345.529 278.828 1238 352.111 275.732 1238 357.576 271.266 1252 362.026 265.936 1252 365.18 259.346 0 366.88 252.194 1275 367.642 244.816 1275 367.585 237.566 1265 366.846 230.408 1275 319.508 231.671 1238 350.066 230.57 1247 335.886 245.827 1221 327.647 219.452 1229 322.367 218.125 1252 316.28 217.903 1256 310.863 219.449 1256 307.053 221.9 1261 341.073 218.965 1247 345.853 217.387 1256 351.747 216.718 1256 357.177 217.719 1270 361.066 219.703 1280
1391186474.10 325.146 231.611 1229 322.356 229.793 1234 318.786 229.271 1243 315.329 230.076 1243 312.746 231.995 1243 315.537 233.004 1243 318.903 233.23 1243 322.267 232.732 1234 343.325 230.932 1238 345.888 228.942 1243 349.372 228.14 1247 352.777 228.676 1252 355.329 230.38 1252 352.87 231.554 1247 349.673 232.025 1238 346.276 231.776 1238 326.156 222.102 1221 320.914 220.844 1247 315.308 220.731 1256 310.867 222.291 1256 307.63 224.794 1256 308.273 226.822 1256 311.834 225.109 1256 315.869 224.16 1256 320.805 224.223 1238 325.911 224.991 1221 341.422 221.492 1247 346.27 219.947 1256 351.72 219.403 1256 356.119 220.519 1265 359.412 222.585 1270 358.952 224.665 1261 355.456 223.362 1256 351.552 222.822 1256 346.729 223.274 1252 341.938 224.357 1243 330.323 231.356 1225 329.867 236.352 1221 328.37 240.866 1221 325.539 244.777 1221 326.873 248.933 1221 333.292 249.024 1216 337.771 248.883 1221 343.65 248.212 1229 344.466 243.952 1234 341.243 240.206 1225 339.346 235.84 1221 338.365 230.985 1229 322.982 260.209 1208 327.084 257.508 1208 331.688 255.598 1208 335.802 256.058 1208 339.675 255.235 1216 344.327 256.606 1221 348.544 258.92 1225 345.131 261.461 1221 341.261 263.045 1216 336.224 263.784 1208 330.99 263.526 1204 326.824 262.364 1204 325.384 259.978 1208 330.609 259.003 1204 335.936 258.783 1204 341.208 258.504 1216 346.287 258.957 1221 341.31 259.426 1216 335.973 259.851 1204 330.59 259.91 1204 301.074 233.079 1256 301.265 240.954 1256 302.181 248.593 1252 304.029 256.313 1247 306.845 263.437 1247 311.203 269.612 1238 316.378 274.023 1238 322.369 277.544 1234 329.293 279.762 1229 337.117 280.391 1234 344.847 278.894 1238 351.436 275.865 1243 356.867 271.455 1247 361.303 266.192 1270 364.448 259.506 0 366.076 252.266 1275 366.81 244.789 1275 366.758 237.471 1261 366.034 230.08 1275 318.884 231.464 1243 349.439 230.303 1243 335.15 245.607 1221 327.008 219.208 1221 321.39 217.875 1252 314.782 217.779 1252 309.255 219.744 1256 305.579 222.569 1265 340.287 218.664 1252 345.484 217.025 1256 351.938 216.421 1261 357.525 217.831 1275 361.321 220.167 1280
1391186474.61 325.106 231.7 1225 322.311 229.896 1234 318.742 229.377 1238 315.269 230.166 1243 312.668 232.063 1243 315.469 233.053 1238 318.841 233.277 1243 322.214 232.789 1234 343.315 231.056 1234 345.902 229.102 1243 349.398 228.323 1252 352.813 228.864 1252 355.381 230.559 1256 352.893 231.7 1247 349.677 232.147 1243 346.275 231.891 1238 326.096 222.084 1216 320.847 220.828 1252 315.229 220.721 1256 310.814 222.301 1256 307.608 224.814 1261 308.24 226.803 1256 311.787 225.077 1256 315.804 224.125 1252 320.741 224.194 1238 325.847 224.965 1221 341.448 221.496 1247 346.341 219.979 1256 351.84 219.47 1256 356.244 220.642 1275 359.513 222.753 1275 359.035 224.795 1270 355.541 223.446 1261 351.627 222.872 1256 346.775 223.298 1256 341.939 224.359 1243 330.267 231.4 1221 329.788 236.348 1221 328.252 240.803 1221 325.346 244.66 1221 326.635 248.788 1225 333.093 248.868 1216 337.622 248.734 1221 343.596 248.118 1234 344.419 243.895 1234 341.161 240.193 1225 339.28 235.87 1229 338.336 231.052 1229 322.801 259.982 1208 326.87 257.192 1212 331.501 255.271 1216 335.634 255.732 1212 339.513 254.956 1221 344.209 256.401 1221 348.413 258.863 1229 345.036 261.581 1221 341.172 263.282 1216 336.088 264.039 1212 330.792 263.693 1208 326.611 262.365 1208 325.172 259.792 1208 330.393 258.697 1212 335.778 258.463 1208 341.104 258.264 1221 346.18 258.909 1225 341.237 259.613 1221 335.839 260.078 1208 330.391 260.033 1212 301.183 233.219 1256 301.336 241.018 1252 302.223 248.543 1252 304.039 256.15 1252 306.813 263.18 1247 311.084 269.287 1243 316.197 273.714 1238 322.138 277.284 1234 329.025 279.587 1229 336.872 280.27 1229 344.641 278.797 0 351.256 275.754 1252 356.721 271.347 1256 361.181 266.091 1270 364.34 259.504 0 366.007 252.365 1294 366.787 244.984 1280 366.778 237.762 1275 366.097 230.429 1289 318.828 231.54 1243 349.457 230.455 1243 335.016 245.507 1221 326.956 219.212 1225 321.327 217.881 1252 314.695 217.793 1256 309.185 219.79 1261 305.542 222.63 1265 340.332 218.682 1256 345.576 217.074 1256 352.094 216.511 1270 357.692 217.994 1275 361.463 220.382 1289
