0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1391187076.275 327.901 227.004 1243 325.905 225.405 1247 323.129 224.701 1256 320.384 225.083 1261 318.171 226.43 1265 320.354 227.428 1256 322.929 227.88 1256 325.574 227.809 1247 343.734 228.321 1261 345.892 226.947 1270 348.705 226.672 1270 351.377 227.447 1275 353.41 229.139 1270 351.223 229.826 1270 348.571 229.872 1265 345.858 229.358 1265 329.884 219.373 1238 326.524 217.959 1265 322.989 217.405 1275 319.316 217.586 1275 316.197 218.68 1280 315.976 221.044 1275 319.279 220.429 1270 322.828 220.33 1270 326.182 220.77 1243 329.719 221.78 1238 342.778 220.31 1270 346.13 219.478 1275 349.868 219.495 1275 353.443 220.169 1280 356.439 221.595 1284 356.319 224.017 1280 353.029 222.932 1280 349.61 222.366 1275 346.017 222.314 1275 342.588 222.734 1265 332.508 227.641 0 331.334 231.579 1252 329.544 235.376 1243 327.161 238.99 1238 328.179 242.541 1234 332.983 242.977 1234 336.421 243.296 1238 341.276 243.608 1243 342.721 240.108 0 340.753 236.152 0 339.599 232.192 0 339.008 228.145 0 324.627 252.863 1229 327.666 250.487 1234 331.096 249.025 1234 334.27 249.623 1238 337.24 249.471 1238 340.691 251.424 1243 343.695 254.296 0 340.837 255.228 1238 337.789 255.619 1238 334.001 255.54 1234 330.256 254.961 1234 327.312 254.042 1229 326.982 252.674 1234 330.604 252.093 1234 334.226 252.192 1234 337.822 252.704 1238 341.43 253.837 1243 337.769 252.706 1238 334.183 252.192 1234 330.643 252.078 1234 308.31 226.246 1280 307.299 232.691 1270 306.829 239.232 1261 307.358 246.124 1261 308.765 252.736 1256 311.734 258.901 1243 315.735 263.596 1238 320.699 267.275 1229 326.607 269.767 1225 333.144 271.029 1238 340.245 270.875 1243 346.839 269.466 1247 352.68 266.462 1256 357.485 262.35 0 361.099 256.619 0 363.274 250.088 0 364.509 243.334 1284 365.008 236.57 1289 364.879 230.217 1294 323.044 226.467 1256 348.596 228.448 1270 334.88 240.381 1238 330.984 217.098 1238 327.284 215.555 1261 323.068 214.88 1275 318.64 215.114 1284 315.115 216.343 1280 341.967 217.875 1270 345.66 216.975 1280 350.083 216.983 1275 354.416 217.793 1284 357.809 219.377 1289
1391187076.345 327.859 227 1243 325.851 225.399 1247 323.065 224.693 1256 320.307 225.073 1261 318.079 226.415 1265 320.276 227.416 1256 322.864 227.87 1256 325.52 227.802 1247 343.722 228.32 1261 345.89 226.95 1270 348.709 226.678 1270 351.382 227.452 1275 353.415 229.141 1270 351.23 229.826 1270 348.577 229.873 1265 345.858 229.359 1261 329.859 219.398 1238 326.474 217.976 1265 322.916 217.415 1275 319.217 217.593 1275 316.076 218.684 1280 315.856 221.051 1275 319.183 220.439 1270 322.754 220.343 1270 326.13 220.788 1238 329.69 221.806 1238 342.766 220.345 1275 346.12 219.514 1275 349.855 219.531 1275 353.432 220.2 1275 356.438 221.624 1280 356.317 224.043 1280 353.023 222.963 1275 349.605 222.4 1275 346.014 222.348 1275 342.583 222.769 1270 332.483 227.63 1247 331.318 231.58 1252 329.531 235.375 1243 327.131 238.972 1238 328.151 242.527 1238 333.017 242.981 1234 336.482 243.304 1238 341.346 243.595 1243 342.778 240.091 0 340.785 236.144 0 339.614 232.189 0 339.012 228.135 1256 324.616 252.871 1234 327.655 250.493 1234 331.087 249.029 1234 334.262 249.627 1238 337.233 249.475 1238 340.685 251.427 1243 343.692 254.299 1238 340.832 255.233 1234 337.784 255.625 1234 333.994 255.546 1234 330.248 254.969 1234 327.302 254.05 1234 326.972 252.681 1234 330.595 252.099 1234 334.218 252.197 1234 337.815 252.708 1238 341.426 253.841 1238 337.762 252.71 1238 334.176 252.197 1234 330.634 252.084 1234 308.115 226.211 1275 307.115 232.677 1270 306.656 239.231 1261 307.201 246.139 1261 308.634 252.759 1256 311.641 258.925 1247 315.679 263.612 1243 320.68 267.284 1234 326.619 269.767 1225 333.183 271.022 1234 340.29 270.856 1243 346.868 269.432 1252 352.688 266.419 1256 357.48 262.306 0 361.085 256.575 0 363.25 250.049 0 364.477 243.297 1284 364.963 236.544 1284 364.825 230.197 1294 322.978 226.459 1256 348.598 228.45 1270 334.903 240.374 1234 330.958 217.124 1238 327.233 215.573 1265 322.996 214.89 1275 318.545 215.119 1280 314.998 216.344 1280 341.949 217.91 1275 345.643 217.011 1275 350.063 217.018 1275 354.404 217.824 1280 357.81 219.407 1284
1391187076.385 327.858 227.051 1243 325.851 225.451 1243 323.067 224.744 1256 320.31 225.123 1256 318.083 226.465 1265 320.279 227.465 1256 322.866 227.92 1256 325.52 227.852 1247 343.713 228.373 1261 345.881 227.004 1265 348.698 226.731 1270 351.37 227.505 1275 353.402 229.194 1270 351.218 229.879 1270 348.567 229.926 1265 345.849 229.411 1261 329.858 219.453 1238 326.475 218.03 1238 322.918 217.47 1275 319.222 217.647 1275 316.081 218.737 1280 315.861 221.103 1275 319.187 220.492 1275 322.756 220.396 1270 326.131 220.841 1238 329.688 221.859 1238 342.759 220.401 1270 346.112 219.571 1270 349.845 219.589 1270 353.42 220.257 1280 356.424 221.681 1280 356.303 224.099 1280 353.011 223.019 1275 349.594 222.456 1275 346.005 222.404 1270 342.576 222.824 1265 332.48 227.681 0 331.315 231.629 0 329.528 235.422 1243 327.128 239.018 1243 328.148 242.57 1243 333.011 243.025 1234 336.475 243.348 1238 341.336 243.64 1243 342.768 240.138 0 340.777 236.193 0 339.606 232.239 0 339.006 228.187 0 324.534 252.836 1229 327.628 250.485 1234 331.105 249.046 1238 334.307 249.649 1238 337.299 249.498 1238 340.775 251.43 1243 343.805 254.284 0 340.92 255.259 1238 337.854 255.673 1238 334.034 255.599 1238 330.245 255.01 1234 327.262 254.066 1229 326.871 252.659 1234 330.576 252.093 1229 334.26 252.204 1238 337.908 252.712 1238 341.566 253.84 1243 337.857 252.763 1238 334.214 252.262 1238 330.605 252.126 1229 308.123 226.259 1275 307.123 232.722 1270 306.663 239.273 1261 307.206 246.178 1261 308.638 252.796 1256 311.642 258.959 1243 315.679 263.644 1238 320.676 267.316 1225 326.613 269.798 1225 333.174 271.053 1234 340.277 270.888 1243 346.852 269.466 1252 352.67 266.456 1261 357.461 262.345 0 361.064 256.617 0 363.229 250.094 0 364.457 243.346 1284 364.944 236.595 1284 364.807 230.251 1294 322.979 226.509 1256 348.587 228.503 1265 334.896 240.419 1238 330.957 217.179 1238 327.234 215.628 1265 322.999 214.946 1280 318.55 215.174 1280 315.004 216.397 1280 341.943 217.966 1265 345.635 217.069 1275 350.054 217.077 1275 354.392 217.882 1284 357.796 219.465 1289
1391187076.425 327.856 227.06 1247 325.85 225.46 1247 323.067 224.754 1256 320.311 225.132 1261 318.084 226.473 1265 320.279 227.473 1261 322.865 227.928 1256 325.518 227.861 1247 343.706 228.384 1261 345.874 227.015 1265 348.69 226.743 1270 351.361 227.518 1275 353.392 229.206 1270 351.208 229.891 1270 348.558 229.937 1265 345.841 229.422 1261 329.856 219.465 1238 326.475 218.042 1252 322.919 217.481 1275 319.224 217.658 1275 316.084 218.747 1280 315.864 221.113 1275 319.189 220.502 1270 322.757 220.407 1270 326.13 220.852 1238 329.687 221.87 1238 342.754 220.414 1270 346.105 219.585 1270 349.837 219.603 1275 353.411 220.272 1280 356.414 221.696 1284 356.293 224.113 1280 353.002 223.033 1275 349.586 222.469 1275 345.998 222.417 1270 342.57 222.836 1265 332.477 227.691 0 331.311 231.638 0 329.524 235.429 1243 327.125 239.023 1238 328.144 242.575 1234 333.006 243.031 1234 336.468 243.354 1238 341.328 243.646 1243 342.76 240.146 0 340.77 236.201 0 339.6 232.248 0 339.001 228.197 1256 324.53 252.837 1225 327.623 250.487 1229 331.099 249.049 1229 334.3 249.652 1238 337.291 249.502 1238 340.766 251.433 1238 343.795 254.287 1238 340.911 255.262 1234 337.845 255.675 1238 334.027 255.601 1234 330.238 255.011 1234 327.257 254.067 1229 326.866 252.661 1229 330.57 252.095 1234 334.253 252.207 1238 337.899 252.715 1238 341.556 253.843 1238 337.849 252.766 1238 334.207 252.264 1238 330.599 252.128 1234 308.127 226.266 1275 307.126 232.727 1270 306.666 239.276 1261 307.208 246.178 1256 308.638 252.795 1256 311.641 258.956 1243 315.676 263.641 1238 320.671 267.312 1229 326.606 269.794 1225 333.164 271.05 1238 340.265 270.886 1238 346.839 269.465 1256 352.656 266.456 1261 357.445 262.348 1256 361.049 256.622 0 363.214 250.101 1289 364.441 243.355 1289 364.929 236.607 1284 364.793 230.264 1294 322.979 226.518 1261 348.579 228.514 1270 334.891 240.425 1238 330.956 217.192 1238 327.234 215.641 1265 323 214.958 1289 318.552 215.185 1280 315.008 216.408 1280 341.938 217.98 1270 345.629 217.084 1275 350.046 217.092 1275 354.383 217.898 1289 357.786 219.481 1289
1391187076.468 327.859 227.057 1243 325.852 225.457 1247 323.068 224.751 1256 320.31 225.131 1261 318.083 226.473 1265 320.28 227.473 1256 322.867 227.927 1256 325.521 227.859 1247 343.718 228.375 1261 345.886 227.006 1265 348.703 226.733 1270 351.376 227.507 1270 353.408 229.195 1270 351.224 229.881 1265 348.572 229.928 1265 345.854 229.414 1261 329.858 219.457 1238 326.475 218.035 1265 322.917 217.475 1275 319.22 217.653 1275 316.079 218.744 1280 315.86 221.111 1275 319.186 220.499 1270 322.756 220.402 1270 326.131 220.846 1243 329.689 221.864 1238 342.762 220.402 1270 346.115 219.572 1270 349.848 219.589 1275 353.425 220.257 1275 356.429 221.681 1280 356.309 224.098 1280 353.016 223.019 1275 349.599 222.457 1275 346.008 222.405 1275 342.579 222.826 1270 332.483 227.687 0 331.318 231.635 0 329.532 235.429 1238 327.133 239.026 1238 328.153 242.579 1234 333.017 243.033 1234 336.481 243.355 1238 341.344 243.645 1243 342.775 240.143 0 340.782 236.198 0 339.611 232.243 0 339.01 228.19 0 324.541 252.847 1225 327.635 250.495 1234 331.112 249.055 1238 334.314 249.657 1234 337.307 249.506 1238 340.784 251.437 1238 343.815 254.291 1238 340.93 255.267 1234 337.863 255.681 1234 334.043 255.608 1234 330.253 255.019 1234 327.269 254.077 1229 326.878 252.669 1229 330.584 252.102 1234 334.269 252.213 1238 337.917 252.719 1238 341.575 253.847 1238 337.866 252.771 1238 334.222 252.27 1238 330.612 252.135 1234 308.122 226.269 1275 307.123 232.734 1270 306.664 239.286 1261 307.209 246.191 1256 308.642 252.81 1256 311.649 258.973 1243 315.687 263.658 1238 320.686 267.329 1229 326.624 269.811 1229 333.186 271.065 1238 340.29 270.898 1247 346.866 269.474 1252 352.684 266.462 1256 357.475 262.35 0 361.078 256.621 0 363.241 250.096 0 364.467 243.346 1284 364.953 236.595 1284 364.815 230.25 1294 322.98 226.516 1261 348.593 228.505 1265 334.902 240.426 1238 330.958 217.183 1238 327.234 215.633 1270 322.998 214.951 1280 318.548 215.18 1280 315.002 216.405 1280 341.945 217.968 1270 345.638 217.07 1270 350.057 217.077 1275 354.396 217.881 1284 357.801 219.464 1289
1391187076.513 327.851 227.059 1247 325.842 225.46 1247 323.056 224.756 1256 320.298 225.137 1261 318.07 226.481 1265 320.269 227.48 1261 322.857 227.933 1261 325.512 227.863 1252 343.716 228.367 1261 345.884 226.995 1265 348.702 226.72 1270 351.377 227.493 1275 353.411 229.18 1270 351.226 229.868 1270 348.573 229.916 1265 345.854 229.404 1261 329.846 219.455 1238 326.46 218.035 1256 322.9 217.477 1275 319.202 217.658 1275 316.061 218.751 1280 315.843 221.119 1275 319.17 220.504 1270 322.741 220.405 1270 326.118 220.847 1243 329.678 221.863 1238 342.755 220.392 1270 346.108 219.559 1275 349.843 219.573 1275 353.421 220.239 1280 356.428 221.661 1284 356.309 224.08 1280 353.014 223.002 1280 349.595 222.442 1275 346.004 222.393 1275 342.573 222.817 1270 332.477 227.686 0 331.314 231.637 0 329.53 235.433 1243 327.132 239.033 1234 328.156 242.586 1234 333.022 243.037 1234 336.487 243.357 1238 341.352 243.644 1243 342.781 240.14 0 340.785 236.194 0 339.611 232.239 0 339.006 228.185 1256 324.549 252.861 1225 327.642 250.506 1225 331.12 249.063 1221 334.324 249.663 1234 337.318 249.51 1238 340.797 251.439 1243 343.832 254.292 1234 340.946 255.27 1234 337.878 255.687 1234 334.057 255.617 1234 330.265 255.03 1234 327.279 254.089 1229 326.887 252.682 1225 330.593 252.112 1225 334.28 252.22 1234 337.93 252.724 1238 341.59 253.85 1238 337.879 252.776 1238 334.234 252.277 1234 330.622 252.145 1225 308.106 226.284 1280 307.11 232.752 1270 306.656 239.307 1261 307.206 246.214 1256 308.644 252.835 1256 311.656 258.998 1238 315.699 263.682 1234 320.702 267.351 1221 326.644 269.83 1229 333.209 271.08 1238 340.316 270.908 0 346.894 269.479 1256 352.712 266.462 1256 357.502 262.345 0 361.102 256.611 0 363.262 250.082 0 364.484 243.329 1289 364.965 236.575 1284 364.823 230.228 1294 322.969 226.521 1261 348.593 228.493 1265 334.906 240.428 1238 330.944 217.179 1238 327.217 215.631 1270 322.979 214.952 1284 318.528 215.184 1280 314.981 216.411 1280 341.936 217.957 1275 345.629 217.056 1275 350.05 217.06 1275 354.391 217.862 1284 357.798 219.442 1289
1391187076.557 327.847 227.058 1243 325.839 225.458 1243 323.052 224.754 1256 320.294 225.135 1261 318.067 226.479 1265 320.265 227.478 1261 322.853 227.931 1256 325.509 227.862 1247 343.712 228.368 1261 345.88 226.997 1270 348.699 226.722 1270 351.373 227.494 1275 353.407 229.182 1270 351.222 229.869 1270 348.57 229.918 1265 345.85 229.405 1261 329.843 219.454 1238 326.457 218.034 1238 322.898 217.476 1275 319.2 217.656 1275 316.058 218.749 1280 315.84 221.116 1275 319.167 220.502 1270 322.738 220.404 1270 326.115 220.846 1238 329.675 221.862 1238 342.752 220.392 1270 346.105 219.56 1270 349.84 219.575 1270 353.418 220.241 1280 356.425 221.663 1284 356.306 224.082 1280 353.011 223.004 1280 349.592 222.443 1275 346.001 222.394 1275 342.57 222.817 1270 332.473 227.685 1243 331.31 231.636 1252 329.525 235.432 1243 327.127 239.031 1243 328.15 242.585 1243 333.016 243.037 1234 336.482 243.357 1238 341.346 243.645 1247 342.776 240.14 0 340.78 236.195 0 339.607 232.239 0 339.003 228.186 1256 324.542 252.86 1229 327.636 250.505 1229 331.114 249.062 1225 334.318 249.663 1234 337.312 249.51 1238 340.791 251.44 1243 343.825 254.293 1234 340.939 255.271 1238 337.871 255.687 1234 334.05 255.617 1234 330.258 255.029 1229 327.273 254.088 1229 326.88 252.681 1229 330.587 252.111 1225 334.273 252.219 1234 337.923 252.724 1238 341.584 253.85 1238 337.872 252.776 1238 334.227 252.277 1234 330.616 252.144 1225 308.102 226.281 1280 307.106 232.749 1270 306.651 239.304 1261 307.2 246.211 1261 308.637 252.831 1261 311.649 258.995 1243 315.691 263.68 1243 320.694 267.35 1234 326.635 269.829 1225 333.201 271.08 1238 340.308 270.909 1238 346.885 269.481 1252 352.704 266.464 1256 357.494 262.348 0 361.095 256.614 0 363.256 250.085 1289 364.478 243.333 1289 364.961 236.578 1284 364.819 230.231 1294 322.966 226.519 1261 348.589 228.494 1270 334.9 240.428 1238 330.941 217.179 1238 327.215 215.63 1270 322.977 214.95 1284 318.525 215.182 1280 314.979 216.409 1280 341.933 217.958 1275 345.627 217.057 1275 350.047 217.061 1275 354.389 217.864 1284 357.796 219.445 1289
1391187076.598 327.839 227.06 1243 325.828 225.458 1247 323.039 224.751 1256 320.278 225.132 1256 318.047 226.477 1265 320.247 227.478 1256 322.839 227.932 1256 325.497 227.864 1247 343.722 228.378 1261 345.893 227.006 1265 348.714 226.732 1270 351.391 227.507 1275 353.427 229.197 1275 351.239 229.884 1270 348.584 229.932 1265 345.861 229.418 1261 329.84 219.449 1238 326.451 218.025 1261 322.888 217.465 1275 319.185 217.643 1275 316.039 218.737 1280 315.82 221.107 1275 319.151 220.493 1275 322.726 220.396 1270 326.107 220.84 1243 329.671 221.859 1238 342.763 220.393 1270 346.121 219.561 1275 349.86 219.577 1275 353.442 220.246 1280 356.452 221.671 1284 356.331 224.093 1280 353.033 223.012 1280 349.61 222.449 1275 346.015 222.398 1275 342.581 222.821 1270 332.469 227.69 0 331.303 231.645 1247 329.515 235.444 1243 327.113 239.047 1243 328.135 242.606 1238 333.007 243.06 1238 336.476 243.382 1238 341.346 243.672 1247 342.779 240.164 0 340.783 236.213 0 339.609 232.252 0 339.006 228.194 1256 324.519 252.89 1229 327.617 250.534 1234 331.1 249.091 1234 334.307 249.694 1234 337.305 249.542 1243 340.787 251.475 1243 343.823 254.333 1238 340.934 255.311 1234 337.862 255.727 1234 334.036 255.654 1234 330.24 255.065 1234 327.252 254.121 1229 326.86 252.712 1234 330.571 252.143 1234 334.262 252.253 1234 337.915 252.76 1238 341.58 253.889 1238 337.865 252.812 1238 334.215 252.311 1234 330.6 252.176 1234 308.071 226.274 1280 307.071 232.749 1270 306.613 239.311 1261 307.16 246.227 1261 308.596 252.855 1261 311.608 259.028 1243 315.653 263.719 1238 320.66 267.395 1229 326.608 269.88 1229 333.18 271.135 1238 340.295 270.967 1243 346.881 269.54 1252 352.708 266.522 1261 357.505 262.403 0 361.112 256.664 0 363.278 250.129 1289 364.505 243.369 1289 364.991 236.607 1284 364.851 230.252 1294 322.952 226.519 1256 348.604 228.507 1270 334.894 240.448 1238 330.94 217.171 1243 327.21 215.619 1270 322.968 214.936 1280 318.511 215.166 1284 314.96 216.393 1280 341.945 217.955 1280 345.643 217.055 1275 350.069 217.061 1275 354.415 217.867 1284 357.825 219.451 1289
1391187076.645 327.838 227.061 1243 325.827 225.458 1243 323.038 224.752 1256 320.276 225.132 1261 318.045 226.477 1265 320.246 227.478 1256 322.837 227.933 1256 325.496 227.864 1247 343.723 228.38 1261 345.894 227.007 1265 348.716 226.734 1270 351.394 227.508 1275 353.43 229.199 1270 351.241 229.886 1270 348.586 229.934 1265 345.863 229.419 1261 329.84 219.448 1238 326.45 218.024 1247 322.886 217.464 1275 319.183 217.643 1275 316.037 218.736 1280 315.818 221.106 1275 319.15 220.493 1275 322.725 220.396 1270 326.106 220.84 1243 329.671 221.859 1238 342.765 220.393 1270 346.123 219.561 1275 349.863 219.578 1275 353.445 220.246 1280 356.455 221.672 1284 356.334 224.094 1280 353.036 223.013 1280 349.613 222.45 1275 346.017 222.399 1275 342.582 222.821 1270 332.469 227.691 1247 331.303 231.646 1247 329.514 235.446 1238 327.112 239.049 1243 328.134 242.608 1238 333.006 243.063 1238 336.476 243.385 1238 341.347 243.675 1247 342.78 240.167 1252 340.784 236.215 0 339.61 232.254 0 339.007 228.195 0 324.517 252.894 1234 327.616 250.537 1238 331.099 249.095 1234 334.307 249.698 1234 337.304 249.546 1243 340.787 251.479 1243 343.824 254.338 1238 340.934 255.316 1238 337.862 255.731 1234 334.036 255.659 1234 330.239 255.069 1234 327.251 254.126 1234 326.858 252.716 1234 330.57 252.147 1229 334.261 252.257 1229 337.915 252.765 1238 341.58 253.894 1238 337.865 252.816 1238 334.215 252.315 1229 330.599 252.18 1229 308.068 226.274 1275 307.068 232.75 1270 306.609 239.313 1265 307.156 246.229 1261 308.592 252.859 1261 311.604 259.032 1247 315.65 263.725 1243 320.657 267.401 1234 326.606 269.886 1225 333.179 271.141 1234 340.295 270.974 1238 346.881 269.546 1252 352.709 266.529 1261 357.507 262.409 1261 361.115 256.67 0 363.282 250.133 1289 364.509 243.373 1289 364.995 236.61 1289 364.855 230.254 1294 322.951 226.519 1256 348.606 228.508 1265 334.894 240.451 0 330.94 217.17 1243 327.21 215.618 1275 322.967 214.935 1289 318.509 215.165 1284 314.958 216.392 1280 341.946 217.955 1275 345.645 217.055 1275 350.071 217.061 1275 354.418 217.867 1280 357.828 219.451 1289
1391187076.687 327.826 227.079 1243 325.817 225.479 1247 323.03 224.774 1256 320.271 225.155 1261 318.043 226.499 1265 320.241 227.499 1261 322.83 227.952 1261 325.486 227.883 1247 343.694 228.391 1261 345.863 227.02 1265 348.682 226.746 1270 351.356 227.519 1275 353.391 229.207 1270 351.205 229.894 1270 348.552 229.942 1265 345.832 229.429 1261 329.822 219.474 1238 326.436 218.053 1243 322.876 217.494 1275 319.177 217.674 1275 316.035 218.767 1280 315.816 221.135 1275 319.144 220.521 1270 322.716 220.423 1270 326.093 220.866 1238 329.654 221.882 1238 342.734 220.414 1275 346.088 219.582 1275 349.824 219.597 1275 353.403 220.264 1280 356.41 221.687 1284 356.291 224.106 1280 352.995 223.028 1280 349.576 222.466 1275 345.983 222.417 1275 342.552 222.839 1270 332.452 227.707 0 331.288 231.659 1243 329.503 235.455 1243 327.104 239.055 1243 328.127 242.61 1243 332.994 243.062 1238 336.46 243.383 1243 341.325 243.671 1252 342.756 240.166 0 340.76 236.219 0 339.587 232.263 0 338.983 228.208 0 324.517 252.886 1229 327.611 250.531 1234 331.09 249.089 1234 334.294 249.69 1234 337.289 249.537 1238 340.769 251.468 1243 343.803 254.322 1243 340.917 255.3 1234 337.848 255.716 1234 334.026 255.645 1234 330.233 255.057 1234 327.247 254.115 1234 326.855 252.707 1234 330.563 252.138 1234 334.25 252.247 1229 337.9 252.752 1238 341.562 253.879 1243 337.85 252.804 1238 334.204 252.305 1229 330.591 252.171 1234 308.076 226.3 1280 307.079 232.769 1270 306.623 239.325 1261 307.172 246.234 1261 308.608 252.856 1261 311.619 259.022 1247 315.662 263.708 1243 320.665 267.379 1234 326.608 269.859 1229 333.175 271.111 1243 340.283 270.941 1252 346.862 269.513 1252 352.683 266.497 1261 357.474 262.38 0 361.077 256.646 0 363.239 250.116 1289 364.463 243.362 1289 364.946 236.606 1284 364.805 230.257 1294 322.943 226.54 1256 348.572 228.519 1270 334.879 240.453 1238 330.921 217.198 1238 327.194 215.649 1270 322.956 214.968 1289 318.503 215.199 1284 314.956 216.426 1280 341.915 217.979 1275 345.61 217.078 1280 350.032 217.083 1275 354.374 217.886 1284 357.781 219.468 1289
