0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390386082.380 240.236 201.238 904 236.491 198.299 904 231.472 197.443 892 226.675 198.741 890 223.507 201.817 928 226.919 203.246 886 231.58 203.501 890 236.345 202.637 897 263.143 200.416 926 266.66 197.331 933 271.874 196.048 944 277.019 197.008 959 280.448 199.774 965 276.851 201.424 957 272.026 201.983 944 267.166 201.494 933 240.682 188.159 919 232.353 186.741 904 222.959 187 923 217.407 190.681 923 214.311 195.617 921 216.395 196.801 921 219.769 193.395 921 224.272 191.361 911 232.012 191.223 899 239.76 192.051 911 261.245 187.2 939 270.038 185.185 952 280.076 184.794 976 286.425 188.231 0 289.762 192.609 0 287.793 194.023 0 284.1 191.027 0 278.831 189.385 962 270.62 189.722 949 262.291 191.069 933 246.139 200.881 916 245.455 207.076 914 243.267 212.56 914 239.669 217.351 907 240.808 222.872 914 247.203 222.374 919 252.575 222.155 921 260.342 222.273 931 261.725 216.767 923 258.272 212.274 919 256.648 206.72 921 256.418 200.541 923 237.183 239.485 914 240.756 235.158 914 245.585 231.744 919 250.299 232.507 923 255.166 231.406 928 260.359 234.317 933 264.594 238.225 944 261.272 239.939 936 256.56 241.353 931 250.39 242.075 923 244.392 241.937 916 240.155 240.941 916 241.517 238.607 914 245.046 237.005 916 250.301 236.579 923 255.839 236.554 928 260.2 237.656 936 255.655 236.319 928 250.304 236.378 923 245.276 236.814 916 211.9 203.633 919 211.943 213.344 916 213.268 223.118 923 215.203 232.654 928 217.997 241.65 926 222.208 249.503 911 227.278 255.015 941 233.449 259.751 946 241.29 263.069 981 251 264.409 990 260.947 262.587 1007 270 258.875 1025 277.359 253.291 1050 283.352 246.682 1076 287.89 237.993 1097 290.627 228.775 0 292.492 219.297 0 293.511 209.826 0 293.453 199.655 0 231.653 200.865 892 271.898 199.435 944 250.483 218.578 919 241.612 184.13 923 232.814 182.673 909 221.702 183.121 931 214.207 187.862 928 210.463 193.5 923 260.434 183.254 941 269.704 181.174 946 281.45 180.868 981 289.564 185.196 0 293.408 190.153 0
1390386082.490 258.622 193.916 1022 255.294 191.464 1016 250.999 190.807 1001 246.885 192.108 998 244.157 195.033 1019 247.337 195.937 1013 251.323 195.959 1016 255.321 195.14 1019 278.581 192.908 1037 281.636 190.299 1040 286.043 189.205 1056 290.439 190.121 1069 293.463 192.693 1073 290.291 193.873 1069 286.17 194.22 1056 282.06 193.805 1044 259.011 181.753 1028 251.856 180.71 1010 243.925 181.398 1004 239.19 184.864 1031 236.592 189.339 1025 238.295 190.484 1025 241.327 187.225 1001 245.3 185.202 998 251.879 184.825 1007 258.493 185.386 1022 276.449 180.667 1047 283.837 178.994 1060 292.355 178.949 1086 297.864 182.093 0 300.877 186.093 1144 299.293 187.514 1144 295.818 184.588 0 291.186 182.967 1079 284.163 183.141 1056 277.153 184.274 1044 263.78 193.146 1022 263.158 198.303 1022 261.201 202.745 1022 258.08 206.793 1013 259.208 211.586 1019 265.259 210.688 1025 269.861 210.456 1028 277.08 210.859 1037 278.205 206.029 1034 274.974 202.261 1031 273.277 197.872 1031 272.771 192.737 1031 256.109 226.927 1022 259.2 221.991 1022 263.727 218.434 1028 268.175 218.949 1034 272.685 218 1034 277.836 221.001 1047 281.823 225.49 1063 278.71 227.618 1060 274.396 229.222 1047 268.7 230.02 1034 263.152 229.909 1025 259.055 228.801 1022 259.61 225.954 1022 263.102 223.519 1028 268.327 222.802 1031 273.832 222.982 1037 278.163 224.913 1053 273.783 224.518 1040 268.43 224.773 1031 263.347 225.074 1025 234.469 197.79 1031 234.277 206.327 1028 235.122 214.696 1034 236.638 223.069 1031 238.966 231.148 1025 242.571 238.258 1044 247.264 243.353 1050 253.171 247.608 1056 260.631 250.583 1076 269.737 251.703 1090 279.054 250.005 1111 287.419 246.559 1129 294.154 241.338 1171 299.309 235.024 1191 302.731 227.214 1529 304.509 218.944 1536 305.554 210.488 0 305.769 202.282 0 305.105 193.507 0 251.242 193.795 1007 286.085 192.14 1056 267.984 207.677 1025 259.672 178.233 1034 252.025 177.154 1019 242.554 178.081 1010 236.212 182.54 1037 233.089 187.649 1031 275.733 177.217 1044 283.606 175.471 1060 293.659 175.53 1093 300.694 179.479 0 304.161 183.999 1151
1390386082.552 262.346 193.401 1073 259.057 191.058 1073 254.873 190.478 1073 250.876 191.774 1079 248.262 194.62 1079 251.38 195.451 1073 255.252 195.421 1073 259.128 194.581 1073 281.563 192.135 1086 284.518 189.572 1093 288.797 188.458 1100 293.103 189.28 1111 296.125 191.7 1122 293.022 192.875 1111 289.012 193.263 1100 285.006 192.925 1093 262.412 181.537 1073 255.427 180.588 1060 247.681 181.343 1090 243.185 184.838 1086 240.809 189.273 1086 242.513 190.268 1086 245.354 187.029 1086 249.127 184.998 1083 255.518 184.571 1060 261.942 185.055 1066 279.265 180.217 1097 286.506 178.456 1107 294.887 178.269 1125 300.317 181.334 1148 303.313 185.27 0 301.751 186.602 1136 298.315 183.747 1136 293.774 182.202 1118 286.896 182.477 1100 280.024 183.699 1097 267.193 192.497 1076 266.693 197.542 1076 264.857 201.865 1073 261.799 205.768 1079 262.87 210.393 1076 268.794 209.529 1079 273.355 209.24 1086 280.577 209.474 1093 281.532 204.786 1090 278.21 201.245 1086 276.496 197.004 1083 275.966 191.979 1086 260.161 225.151 1073 263.108 220.285 1076 267.509 216.811 1083 271.877 217.279 1086 276.292 216.27 1090 281.543 219.083 1097 285.68 223.404 1111 282.623 225.961 1107 278.356 227.878 1100 272.681 228.834 1086 267.144 228.689 1079 263.086 227.388 1073 263.382 224.254 1073 266.853 221.75 1079 272.118 220.988 1083 277.749 221.067 1090 282.24 222.98 1104 277.813 223.199 1090 272.309 223.692 1083 267.132 223.898 1079 239.59 197.417 1086 239.548 205.669 1090 240.518 213.641 1097 242.156 221.61 1097 244.546 229.297 1107 248.067 236.052 1118 252.565 240.976 1118 258.19 245.166 1133 265.299 248.148 1133 274.087 249.226 1144 283.106 247.443 1159 291.133 243.896 1175 297.571 238.685 1191 302.491 232.478 0 305.729 224.951 1529 307.349 216.996 1536 308.259 208.836 0 308.361 200.944 1195 307.608 192.41 1204 255.147 193.348 1073 288.893 191.276 1100 271.499 206.538 1083 263.006 178.129 1079 255.539 177.149 1066 246.264 178.161 1097 240.186 182.678 1093 237.309 187.757 1090 278.513 176.886 1100 286.216 175.05 1111 296.114 174.942 1133 303.083 178.787 1163 306.536 183.23 1200
1390386082.677 276.54 192.634 1159 273.479 190.439 1163 269.625 189.939 1163 266.05 191.423 1171 263.883 194.456 1171 266.657 195.073 1171 270.17 194.882 1159 273.679 193.929 1159 294.201 190.946 1175 296.851 188.345 1175 300.789 187.1 1187 304.809 187.909 1191 307.504 190.408 1200 304.72 191.531 1191 301.01 191.943 1187 297.316 191.678 1175 276.59 181.839 1151 269.916 181.314 1155 262.532 182.549 1179 258.428 186.192 1179 256.46 190.646 1175 258.205 191.492 1175 260.602 188.113 1175 263.985 185.874 1175 270.101 185.101 1159 276.259 185.261 1159 291.694 180.119 1183 298.653 178.423 1191 306.831 178.356 1208 311.971 181.377 1221 314.663 185.177 1229 313.137 186.421 1225 309.974 183.547 1204 305.702 181.963 1200 299.007 182.243 1187 292.428 183.492 1179 280.969 191.783 1163 280.441 196.133 1159 278.734 199.877 1163 276.2 203.436 1163 277.341 207.716 1159 282.446 206.53 1163 286.219 206.154 1167 292.807 206.42 1175 293.786 202.03 1175 291.01 198.971 1171 289.444 195.433 1171 288.894 191.106 1171 274.7 222.04 1159 277.298 217.298 1155 281.168 213.753 1159 285.203 214.052 1163 289.338 213.004 1167 294.125 215.674 1179 297.971 219.693 1187 294.937 220.793 1183 290.944 221.722 1171 285.887 222.404 1163 281.112 222.808 1159 277.438 222.642 1159 277.863 220.733 1159 280.84 218.469 1159 285.444 217.62 1159 290.431 217.559 1167 294.527 219.021 1183 290.298 217.719 1167 285.504 217.804 1159 281.064 218.621 1159 255.753 197.638 1179 255.568 205.201 1187 256.322 212.698 1191 257.569 220.265 1195 259.544 227.741 1212 262.762 234.255 1234 267.008 238.537 1221 272.429 241.884 1221 279.353 243.962 1216 287.646 244.555 1225 296.158 242.847 1238 304.036 239.866 1252 310.284 235.155 1270 314.848 229.373 1280 317.611 221.97 1542 318.764 214.207 1536 319.289 206.391 0 319.112 198.884 1275 318.14 190.883 1294 270.01 192.847 1159 300.9 189.982 1183 284.818 203.892 1167 276.962 178.609 1155 269.809 178.08 1159 261.011 179.646 1187 255.505 184.328 1187 253.102 189.413 1183 291.107 177 1187 298.552 175.222 1195 308.166 175.252 1216 314.632 179.037 1243 317.686 183.32 1275
1390386082.802 286.198 193.33 1204 283.262 191.417 1204 279.707 191.018 1208 276.414 192.56 1208 274.413 195.594 1208 277.105 195.918 1208 280.353 195.597 1204 283.566 194.635 1204 303.322 191.385 1216 305.831 188.999 1221 309.42 187.805 1221 313.124 188.599 1234 315.628 191.061 1234 313.04 191.97 1229 309.614 192.301 1221 306.217 192.077 1221 286.379 182.501 1195 280.158 182.245 1200 273.419 183.825 1221 269.566 187.375 1221 267.691 191.602 1221 269.148 192.608 1216 271.566 189.222 1216 274.865 186.915 1221 280.549 185.926 1208 286.333 185.894 1200 300.565 180.617 1221 306.908 179.114 1229 314.446 179.293 1247 319.248 182.108 1252 321.864 185.653 1256 320.649 187.038 1252 317.438 184.204 1247 313.354 182.63 1238 307.115 182.826 1225 301.071 183.998 1221 290.615 192.26 1204 290.013 196.043 1204 288.289 199.262 1204 285.807 202.475 1204 287.066 206.445 1195 292.395 204.948 1200 295.906 204.537 1204 302.409 204.864 1216 303.356 200.737 1221 300.603 198.069 1212 298.92 195.197 1208 298.171 191.485 1208 283.922 220.031 1204 286.772 215.09 1191 290.829 211.469 1191 294.964 211.595 1204 299.154 210.553 1204 304.157 213.124 1212 308.242 217.208 1225 304.847 218.065 1216 300.782 218.686 1208 295.75 219.31 1200 291.007 219.98 1200 287.107 220.261 1200 286.65 218.592 1191 290.275 216.065 1191 295.235 215.055 1195 300.543 214.925 1204 305.203 216.442 1221 300.423 215.014 1204 295.292 215.057 1195 290.449 216.123 1191 266.073 199.574 1221 265.713 206.668 1225 266.153 213.601 1229 267.113 220.751 1243 268.883 227.946 1261 272.006 234.166 1265 276.459 238.12 1261 282.212 240.949 1252 289.44 242.503 1252 297.845 242.722 1256 306.351 241.046 1265 314.233 238.275 1289 320.469 233.78 1299 324.779 228.115 1529 326.993 221.083 1536 327.654 213.701 1536 327.727 206.357 1542 327.122 199.443 1309 325.823 192.143 1270 280.127 193.759 1204 309.524 190.525 1221 294.479 202.667 1204 286.633 179.48 1191 279.897 179.225 1200 271.847 181.175 1225 266.813 185.708 1225 264.575 190.514 1225 300.003 177.707 1229 306.876 176.106 1238 315.78 176.395 1256 321.751 179.93 1265 324.692 183.925 1280
1390386082.849 288.105 193.785 1208 285.194 191.919 1208 281.672 191.508 1212 278.365 192.957 1216 276.277 195.863 1216 279.015 196.188 1216 282.263 195.909 1208 285.467 195.01 1208 305.171 192.062 1221 307.69 189.814 1221 311.244 188.718 1225 314.897 189.515 1234 317.398 191.901 1238 314.805 192.742 1229 311.406 193.019 1225 308.049 192.76 1221 288.29 182.71 1204 282.138 182.386 1208 275.488 183.852 1225 271.663 187.318 1225 269.748 191.447 1225 271.135 192.43 1221 273.625 189.124 1221 276.944 186.899 1221 282.543 186.005 1216 288.238 186.04 1208 302.568 181.047 1225 308.776 179.653 1238 316.124 179.903 1252 320.809 182.731 1252 323.381 186.247 1261 322.182 187.588 1256 319.016 184.766 1247 315.016 183.184 1243 308.93 183.304 1225 303.011 184.375 1225 292.571 192.701 1208 292 196.423 1212 290.285 199.577 1208 287.737 202.688 1204 288.976 206.575 1204 294.392 205.079 1204 297.98 204.714 1208 304.417 205.168 1221 305.354 201.147 1221 302.53 198.496 1216 300.833 195.651 1212 300.09 192.01 1216 285.887 219.73 1204 288.745 214.861 1195 292.834 211.31 1200 296.931 211.469 1204 301.052 210.5 1208 306.006 213.112 1221 309.996 217.232 1234 306.695 218.195 1225 302.698 218.872 1212 297.725 219.468 1204 292.969 220.032 1204 289.052 220.165 1204 288.574 218.374 1204 292.206 215.845 1200 297.186 214.88 1204 302.469 214.834 1208 307.02 216.481 1225 302.383 215.204 1208 297.268 215.245 1204 292.401 216.191 1200 267.923 199.815 1225 267.596 206.759 1225 268.032 213.487 1234 269.004 220.414 1247 270.774 227.344 1265 273.841 233.329 1270 278.302 237.244 1261 284.055 240.093 1256 291.239 241.753 1252 299.624 242.042 1256 308.062 240.442 1265 315.792 237.692 1289 321.927 233.307 1294 326.179 227.769 1542 328.342 221.067 1536 329.008 214.007 1529 329.125 206.957 1309 328.567 200.321 1304 327.334 193.27 1270 282.045 194.142 1208 311.333 191.316 1225 296.459 202.93 1208 288.565 179.757 1200 281.905 179.431 1208 273.939 181.249 1229 268.925 185.68 1234 266.649 190.376 1225 302.011 178.188 1234 308.735 176.703 1243 317.45 177.072 1256 323.333 180.624 1275 326.241 184.588 1270
1390386082.896 290.77 194.454 1212 287.982 192.714 1212 284.617 192.329 1216 281.451 193.72 1221 279.421 196.507 1221 282.072 196.791 1221 285.178 196.525 1216 288.252 195.668 1216 307.73 192.797 1225 310.156 190.677 1225 313.563 189.656 1229 317.079 190.43 1238 319.525 192.732 1238 316.992 193.522 1234 313.692 193.768 1225 310.461 193.507 1225 290.962 183.125 1212 285.212 182.822 1208 279.035 184.241 1229 275.375 187.466 1229 273.473 191.34 1229 274.654 192.473 1225 277.15 189.329 1225 280.406 187.223 1229 285.65 186.361 1221 291.016 186.387 1212 305.161 181.507 1234 310.997 180.218 1238 317.934 180.529 1252 322.424 183.169 1256 324.949 186.455 1256 323.952 187.92 1252 320.776 185.228 1247 316.858 183.728 1243 311.06 183.806 1238 305.446 184.796 1229 295.285 193.42 1212 294.631 196.968 1208 292.899 200.068 1208 290.425 203.215 1208 291.709 206.972 1208 296.934 205.404 1208 300.389 205.059 1212 306.696 205.658 1221 307.724 201.74 1225 304.994 199.037 1221 303.328 196.244 1221 302.571 192.778 1221 288.797 219.868 1204 291.495 215.035 1204 295.397 211.504 1204 299.335 211.633 1204 303.292 210.734 1212 308.094 213.404 1221 311.96 217.545 1229 308.697 218.192 1225 304.823 218.624 1216 300.071 219.112 1208 295.575 219.712 1204 291.83 220.01 1208 291.453 218.483 1204 294.891 215.99 1204 299.588 215.033 1204 304.604 215.062 1212 308.997 216.738 1221 304.464 215.096 1212 299.631 214.976 1204 295.077 215.998 1204 271.167 200.582 1229 270.743 207.263 1234 271.036 213.742 1238 271.877 220.432 1252 273.494 227.148 1261 276.387 232.983 1270 280.786 236.896 1265 286.503 239.69 1256 293.619 241.323 1256 301.876 241.587 1256 310.253 240.127 1270 318.009 237.527 1294 324.243 233.286 1304 328.533 227.848 1314 330.666 221.371 1522 331.348 214.495 1522 331.466 207.654 0 330.925 201.168 1309 329.725 194.367 1265 284.968 194.838 1216 313.65 192.136 1225 298.971 203.394 1212 291.269 180.257 1208 285.01 179.945 1208 277.569 181.696 1234 272.784 185.822 1238 270.531 190.227 1229 304.602 178.734 1238 310.958 177.353 1247 319.203 177.779 1256 324.805 181.097 1270 327.648 184.798 1270
1390386082.943 291.671 194.891 1212 288.93 193.262 1216 285.604 192.932 1216 282.467 194.287 1221 280.412 196.976 1225 283.067 197.214 1221 286.151 196.932 1216 289.198 196.094 1216 308.733 193.241 1225 311.122 191.222 1225 314.487 190.258 1234 317.959 190.987 1238 320.417 193.194 1238 317.881 193.95 1238 314.592 194.181 1229 311.391 193.933 1225 291.878 183.6 1208 286.326 183.342 1216 280.42 184.722 1229 276.808 187.758 1234 274.845 191.428 1229 275.9 192.635 1225 278.447 189.646 1229 281.719 187.641 1229 286.775 186.79 1221 291.979 186.774 1212 306.286 181.993 1238 311.884 180.77 1243 318.532 181.07 1252 322.937 183.515 1256 325.467 186.591 1261 324.575 188.11 1252 321.396 185.577 1247 317.509 184.192 1243 311.909 184.266 1238 306.491 185.194 1229 296.314 193.879 1208 295.629 197.312 1208 293.896 200.381 1208 291.468 203.591 1208 292.81 207.225 1208 297.914 205.523 1208 301.371 205.173 1212 307.519 205.919 1221 308.603 202.103 1225 305.935 199.343 1221 304.283 196.584 1221 303.51 193.241 1221 290.166 220.131 1208 292.644 215.213 1204 296.398 211.608 1204 300.241 211.675 1208 304.094 210.843 1212 308.696 213.614 1221 312.296 217.884 1229 309.262 218.373 1225 305.561 218.738 1216 300.937 219.211 1208 296.553 219.817 1204 292.963 220.142 1208 292.952 218.707 1204 296.052 216.106 1204 300.485 215.085 1204 305.193 215.222 1216 309.218 217.05 1225 305.015 215.273 1216 300.52 215.09 1204 296.268 216.136 1204 271.899 201.117 1234 271.467 207.597 1238 271.746 213.92 1243 272.603 220.437 1247 274.225 226.959 1261 277.096 232.664 1270 281.515 236.563 1261 287.274 239.311 1256 294.407 240.918 1256 302.647 241.142 1256 311.005 239.703 1275 318.739 237.112 1284 324.981 232.906 1299 329.265 227.5 1314 331.395 221.174 1522 332.138 214.456 1529 332.304 207.79 1309 331.801 201.448 1309 330.633 194.896 1265 285.938 195.323 1221 314.573 192.621 1229 299.94 203.657 1212 292.21 180.806 1208 286.157 180.536 1212 279.036 182.232 1234 274.342 186.111 1238 272.029 190.28 1234 305.708 179.301 1238 311.821 177.984 1247 319.734 178.39 1256 325.208 181.464 1270 328.054 184.93 1275
1390386083.5 293.053 195.931 1216 290.276 194.249 1216 286.897 193.911 1221 283.701 195.28 1225 281.657 198 1225 284.289 198.252 1225 287.417 197.963 1221 290.53 197.1 1216 310.045 194.244 1225 312.485 192.174 1225 315.949 191.179 1234 319.523 191.914 1238 322.022 194.14 1238 319.416 194.912 1234 316.036 195.147 1234 312.765 194.901 1225 293.11 184.613 1212 287.367 184.373 1221 281.18 185.794 1234 277.61 189.03 1234 275.812 192.895 1234 277.005 193.89 1229 279.382 190.771 1234 282.545 188.68 1234 287.772 187.814 1225 293.121 187.783 1216 307.661 182.923 1238 313.62 181.659 1243 320.687 181.95 1252 325.203 184.632 1261 327.639 187.924 1265 326.575 189.259 1256 323.476 186.57 1252 319.537 185.082 1243 313.661 185.157 1238 307.922 186.116 1229 297.531 194.861 1212 296.839 198.269 1212 295.06 201.278 1212 292.528 204.413 1212 293.728 208.05 1208 298.715 206.367 1212 302.229 205.996 1216 308.561 206.767 1221 309.644 202.978 1225 306.963 200.33 1225 305.406 197.586 1221 304.784 194.227 1221 291.114 220.987 1208 293.511 215.997 1204 297.247 212.344 1204 301.088 212.445 1208 305.016 211.576 1216 309.693 214.406 1221 313.332 218.721 1234 310.324 219.35 1225 306.551 219.85 1216 301.775 220.387 1208 297.304 220.963 1208 293.763 221.166 1208 293.91 219.577 1204 296.848 216.899 1204 301.313 215.869 1204 306.146 215.995 1216 310.21 217.889 1221 305.992 216.287 1212 301.385 216.186 1204 297.094 217.18 1204 273.854 202.168 1229 273.404 208.54 1238 273.724 214.726 1243 274.555 221.066 1247 276.088 227.453 1265 278.744 233.057 1275 282.885 236.95 1261 288.345 239.809 1256 295.232 241.59 1256 303.39 241.945 1256 311.732 240.519 1270 319.494 237.898 1280 325.764 233.68 1304 330.103 228.302 1542 332.351 222.041 1536 333.244 215.412 1536 333.574 208.823 1314 333.251 202.535 1309 332.232 195.902 1289 287.228 196.336 1221 316.03 193.576 1238 300.929 204.523 1212 293.439 181.805 1208 287.198 181.559 1216 279.736 183.314 1238 275.014 187.466 1238 272.858 191.871 1243 307.149 180.219 1243 313.623 178.87 1247 322.009 179.282 1256 327.632 182.654 1270 330.368 186.365 1275
1390386083.52 293.786 195.425 1216 290.951 193.643 1216 287.482 193.252 1221 284.2 194.624 1221 282.092 197.4 1225 284.814 197.68 1225 288.021 197.407 1221 291.193 196.558 1216 310.621 193.902 1225 313.111 191.797 1229 316.649 190.803 1238 320.283 191.599 1238 322.801 193.898 1243 320.161 194.65 1234 316.745 194.855 1234 313.423 194.572 1225 293.912 184.473 1208 287.923 184.164 1225 281.45 185.555 1234 277.757 188.912 1234 275.911 192.909 1234 277.247 193.78 1229 279.657 190.588 1234 282.883 188.455 1234 288.314 187.622 1221 293.839 187.652 1216 308.267 182.951 1238 314.39 181.697 1243 321.632 182.031 1252 326.224 184.878 1261 328.696 188.33 1265 327.475 189.56 1256 324.397 186.759 1252 320.454 185.174 1243 314.46 185.205 1238 308.612 186.136 1225 298.192 194.38 1216 297.573 197.846 1212 295.84 200.814 1212 293.338 203.834 1208 294.505 207.507 1208 299.563 205.902 1212 303.122 205.569 1216 309.436 206.335 1225 310.457 202.536 1225 307.733 199.928 1225 306.151 197.205 1221 305.518 193.791 1225 291.896 220.495 1208 294.334 215.524 1204 298.13 211.907 1208 302.031 212.056 1208 305.989 211.205 1216 310.699 214.044 1221 314.346 218.392 1234 311.372 219.134 1225 307.576 219.726 1216 302.771 220.252 1208 298.211 220.747 1208 294.59 220.83 1208 294.72 219.105 1208 297.689 216.455 1204 302.274 215.466 1204 307.189 215.621 1216 311.202 217.564 1221 307.071 216.119 1216 302.364 216.053 1204 297.948 216.941 1204 274.368 201.339 1229 273.96 207.814 1238 274.318 214.113 1243 275.214 220.582 1243 276.829 227.086 1265 279.607 232.771 1265 283.803 236.638 1261 289.302 239.509 1256 296.225 241.304 1256 304.418 241.725 1256 312.781 240.292 1270 320.495 237.701 1280 326.675 233.519 1299 330.975 228.193 1304 333.209 221.865 1542 334.006 215.184 0 334.275 208.517 1309 333.876 202.21 1299 332.798 195.516 0 287.817 195.749 1221 316.724 193.259 1234 301.749 204.053 1216 294.209 181.653 1208 287.725 181.339 1221 279.943 183.069 1238 275.052 187.376 1238 272.84 191.931 1243 307.77 180.214 1243 314.4 178.881 1252 322.996 179.349 1256 328.765 182.92 1270 331.557 186.809 1275
